Date,High,Low,Open,Close,Volume,Adj Close
2014-06-19,27.399999618530273,26.059999465942383,26.149999618530273,26.700000762939453,32014000,26.463964462280273
2014-06-20,27.450000762939453,26.700000762939453,26.700000762939453,26.950000762939453,3840000,26.711755752563477
2014-06-23,27.25,26.520000457763672,27.25,26.739999771118164,1526300,26.503612518310547
2014-06-24,27.079999923706055,26.450000762939453,26.56999969482422,26.760000228881836,1102900,26.523433685302734
2014-06-25,27.09000015258789,26.510000228881836,26.56999969482422,26.899999618530273,921100,26.662195205688477
2014-06-26,27.239999771118164,26.770000457763672,26.790000915527344,26.940000534057617,1034900,26.70184326171875
2014-06-27,27.229999542236328,26.700000762939453,26.979999542236328,26.979999542236328,1097700,26.741487503051758
2014-06-30,27.18000030517578,26.670000076293945,27.18000030517578,26.979999542236328,694500,26.741487503051758
2014-07-01,27.200000762939453,26.709999084472656,27.200000762939453,26.739999771118164,999600,26.503612518310547
2014-07-02,27.09000015258789,26.6200008392334,26.6200008392334,26.770000457763672,1401700,26.53334617614746
2014-07-03,27.100000381469727,26.65999984741211,26.65999984741211,26.950000762939453,467900,26.711755752563477
2014-07-07,27.0,26.65999984741211,26.959999084472656,26.940000534057617,264600,26.70184326171875
2014-07-08,26.950000762939453,26.625999450683594,26.940000534057617,26.860000610351562,445300,26.62255096435547
2014-07-09,26.959999084472656,26.729999542236328,26.81999969482422,26.8799991607666,224400,26.64237403869629
2014-07-10,26.8700008392334,26.139999389648438,26.5,26.65999984741211,470200,26.424318313598633
2014-07-11,26.940000534057617,26.549999237060547,26.65999984741211,26.68000030517578,484500,26.444141387939453
2014-07-14,26.700000762939453,25.5,26.5,26.079999923706055,2140600,25.849449157714844
2014-07-15,26.1200008392334,25.75,25.969999313354492,26.0,530900,25.77015495300293
2014-07-16,26.899999618530273,26.0,26.06999969482422,26.049999237060547,276400,25.819711685180664
2014-07-17,26.209999084472656,25.950000762939453,26.0,26.040000915527344,276900,25.809803009033203
2014-07-18,26.079999923706055,25.799999237060547,25.799999237060547,26.049999237060547,402900,25.819711685180664
2014-07-21,26.049999237060547,25.440000534057617,25.790000915527344,25.799999237060547,1044900,25.57192039489746
2014-07-22,26.020000457763672,25.290000915527344,26.020000457763672,25.600000381469727,1213800,25.373689651489258
2014-07-23,25.940000534057617,25.134000778198242,25.600000381469727,25.770000457763672,1004100,25.542186737060547
2014-07-24,25.829999923706055,25.29199981689453,25.510000228881836,25.68000030517578,579700,25.45298194885254
2014-07-25,26.100000381469727,25.209999084472656,25.489999771118164,26.049999237060547,706800,25.819711685180664
2014-07-28,26.25,25.530000686645508,25.920000076293945,26.1299991607666,306100,25.899005889892578
2014-07-29,26.299999237060547,25.950000762939453,26.25,25.959999084472656,237300,25.730504989624023
2014-07-30,26.200000762939453,25.510000228881836,26.200000762939453,25.989999771118164,220700,25.760242462158203
2014-07-31,25.979999542236328,25.18000030517578,25.65999984741211,25.309999465942383,367600,25.086252212524414
2014-08-01,25.434999465942383,24.829999923706055,25.059999465942383,25.0,400700,24.778993606567383
2014-08-04,25.540000915527344,24.93000030517578,25.049999237060547,25.459999084472656,192200,25.234926223754883
2014-08-05,25.559999465942383,24.959999084472656,25.3799991607666,25.100000381469727,208500,24.878110885620117
2014-08-06,25.48699951171875,24.729999542236328,25.0,25.209999084472656,128700,24.98713493347168
2014-08-07,25.540000915527344,25.059999465942383,25.40999984741211,25.399999618530273,109500,25.175457000732422
2014-08-08,25.649999618530273,24.059999465942383,24.059999465942383,25.510000228881836,187300,25.28448486328125
2014-08-11,25.8700008392334,24.059999465942383,24.059999465942383,25.829999923706055,152300,25.601655960083008
2014-08-12,26.3700008392334,25.68000030517578,25.950000762939453,26.170000076293945,550300,25.93865203857422
2014-08-13,26.350000381469727,25.280000686645508,26.219999313354492,25.420000076293945,975300,25.195281982421875
2014-08-14,25.90999984741211,25.40999984741211,25.610000610351562,25.56999969482422,312600,25.34395408630371
2014-08-15,25.559999465942383,25.25,25.43000030517578,25.450000762939453,540400,25.22501564025879
2014-08-18,25.815000534057617,25.059999465942383,25.3799991607666,25.43000030517578,639600,25.20519256591797
2014-08-19,25.899999618530273,25.110000610351562,25.43000030517578,25.760000228881836,543900,25.532276153564453
2014-08-20,26.579999923706055,25.5,25.5,25.950000762939453,866100,25.720596313476562
2014-08-21,26.09000015258789,25.329999923706055,25.729999542236328,25.530000686645508,279000,25.30430793762207
2014-08-22,25.89299964904785,25.290000915527344,25.440000534057617,25.389999389648438,452500,25.165544509887695
2014-08-25,25.559999465942383,25.100000381469727,25.34000015258789,25.209999084472656,502100,24.98713493347168
2014-08-26,25.770000457763672,24.850000381469727,25.059999465942383,25.329999923706055,883600,25.106077194213867
2014-08-27,25.700000762939453,25.059999465942383,25.270000457763672,25.219999313354492,468900,24.997047424316406
2014-08-28,25.350000381469727,24.06999969482422,24.06999969482422,25.010000228881836,358200,24.78890609741211
2014-08-29,25.25,24.510000228881836,25.010000228881836,25.010000228881836,501700,24.78890609741211
2014-09-02,25.510000228881836,24.989999771118164,25.040000915527344,25.010000228881836,214700,24.78890609741211
2014-09-03,25.450000762939453,24.829999923706055,25.079999923706055,25.389999389648438,199900,25.165544509887695
2014-09-04,25.399999618530273,24.799999237060547,25.399999618530273,24.889999389648438,288600,24.669965744018555
2014-09-05,25.110000610351562,24.760000228881836,24.829999923706055,24.8799991607666,656800,24.660053253173828
2014-09-08,24.902999877929688,24.570999145507812,24.770000457763672,24.68000030517578,243000,24.461824417114258
2014-09-09,24.700000762939453,23.989999771118164,24.700000762939453,24.399999618530273,603100,24.184297561645508
2014-09-10,24.700000762939453,24.1299991607666,24.520000457763672,24.489999771118164,929100,24.273502349853516
2014-09-11,24.809999465942383,24.34000015258789,24.520000457763672,24.799999237060547,202500,24.580760955810547
2014-09-12,24.860000610351562,24.350000381469727,24.860000610351562,24.469999313354492,304600,24.253677368164062
2014-09-15,24.610000610351562,24.25,24.420000076293945,24.479999542236328,128600,24.26358985900879
